process,commodity,direction
E_WOF_tran_Far_C6_LTU,ELCWIN,IN
E_WON_Near_C5_EST,ELCWIN,IN
E_WOF_tran_Near_C2_USA,ELC,OUT
E_WOF_deep_Near_C8_GBR,ELC,OUT
E_WOF_tran_Inter_C3_PHL,ELC,OUT
E_WOF_shal_Far_C2_MLT,ELC,OUT
E_WON_Near_C1_BIH,ELC,OUT
E_WOF_shal_Near_C3_NCL,ELCWIN,IN
E_WOF_shal_Inter_C2_USA,ELC,OUT
E_WON_Trans_C6_VEN,ELC,OUT
E_WOF_shal_Near_C2_THA,ELCWIN,IN
E_WOF_deep_Near_C2_FJI,ELCWIN,IN
E_WON_Near_C3_LTU,ELCWIN,IN
E_WOF_deep_Inter_C3_PRK,ELC,OUT
E_WOF_tran_Inter_C3_PRK,ELC,OUT
E_WON_Near_C3_LKA,ELC,OUT
E_WOF_tran_Near_C2_VNM,ELCWIN,IN
E_WOF_shal_Inter_C1_THA,ELCWIN,IN
E_WOF_shal_Inter_C6_NCL,ELC,OUT
E_WON_Far_C4_IDN,ELCWIN,IN
E_WOF_deep_Inter_C2_QAT,ELCWIN,IN
E_WON_Near_C2_LBN,ELCWIN,IN
E_WON_Near_C5_NLD,ELCWIN,IN
E_WOF_deep_Near_C3_GRC,ELCWIN,IN
E_WON_Near_C8_BRA,ELC,OUT
E_WON_Near_C3_PHL,ELC,OUT
E_WON_Trans_C7_NOR,ELCWIN,IN
E_WON_Near_C7_USA,ELCWIN,IN
E_WON_Near_C4_DOM,ELCWIN,IN
E_WOF_tran_Inter_C6_LVA,ELCWIN,IN
E_WON_Far_C9_CHL,ELCWIN,IN
E_WOF_tran_Near_C5_VNM,ELCWIN,IN
E_WOF_shal_Near_C5_EST,ELC,OUT
E_WON_Near_C8_MEX,ELC,OUT
E_WOF_shal_Near_C3_IDN,ELC,OUT
E_WOF_shal_Near_C2_GRC,ELCWIN,IN
E_WOF_deep_Near_C3_ROM,ELC,OUT
E_WON_Trans_C7_CHL,ELCWIN,IN
E_WON_Near_C3_JOR,ELCWIN,IN
E_WOF_shal_Near_C5_FIN,ELC,OUT
E_WOF_shal_Far_C2_MMR,ELC,OUT
E_WOF_tran_Near_C5_EST,ELCWIN,IN
E_WON_Near_C3_FRA,ELC,OUT
E_WOF_tran_Near_C2_ESP,ELCWIN,IN
E_WOF_shal_Inter_C2_BHR,ELC,OUT
E_WOF_deep_Near_C5_VUT,ELC,OUT
E_WOF_deep_Near_C1_RUS,ELCWIN,IN
E_WOF_tran_Inter_C5_DEU,ELC,OUT
E_WOF_deep_Near_C1_MMR,ELCWIN,IN
E_WOF_shal_Far_C3_FJI,ELCWIN,IN
E_WOF_deep_Far_C7_GBR,ELCWIN,IN
E_WON_Trans_C5_PHL,ELC,OUT
E_WOF_deep_Inter_C2_THA,ELCWIN,IN
E_WOF_deep_Near_C5_KOR,ELC,OUT
E_WOF_tran_Near_C5_DNK,ELC,OUT
E_WOF_shal_Inter_C6_VNM,ELC,OUT
E_WOF_shal_Far_C2_IDN,ELCWIN,IN
E_WON_Near_C3_DOM,ELCWIN,IN
E_WOF_deep_Near_C4_GRC,ELCWIN,IN
E_WOF_deep_Far_C5_MEX,ELC,OUT
E_WOF_shal_Near_C2_PRK,ELCWIN,IN
E_WOF_tran_Inter_C5_SLB,ELCWIN,IN
E_WON_Near_C1_BRA,ELC,OUT
E_WOF_shal_Inter_C5_DNK,ELCWIN,IN
E_WOF_shal_Near_C5_USA,ELC,OUT
E_WON_Near_C3_HND,ELCWIN,IN
E_WON_Near_C2_PRT,ELCWIN,IN
E_WON_Trans_C6_IRN,ELC,OUT
E_WON_Trans_C1_AZE,ELCWIN,IN
E_WON_Near_C4_AZE,ELC,OUT
E_WOF_deep_Near_C4_OMN,ELCWIN,IN
E_WON_Near_C1_GEO,ELC,OUT
E_WOF_deep_Inter_C3_MEX,ELC,OUT
E_WOF_tran_Far_C1_MYS,ELC,OUT
E_WON_Trans_C2_AFG,ELC,OUT
E_WOF_deep_Inter_C4_PAK,ELC,OUT
E_WOF_tran_Inter_C4_VNM,ELCWIN,IN
E_WON_Far_C5_RUS,ELCWIN,IN
E_WON_Trans_C5_MNG,ELC,OUT
E_WOF_shal_Near_C1_MMR,ELC,OUT
E_WON_Near_C4_MKD,ELC,OUT
E_WOF_shal_Inter_C2_SAU,ELCWIN,IN
E_WOF_shal_Near_C2_IDN,ELCWIN,IN
E_WOF_deep_Inter_C7_NOR,ELC,OUT
E_WON_Trans_C6_YEM,ELCWIN,IN
E_WOF_tran_Far_C2_IDN,ELCWIN,IN
E_WON_Trans_C5_MEX,ELCWIN,IN
E_WOF_shal_Inter_C1_QAT,ELC,OUT
E_WOF_deep_Inter_C4_FIN,ELCWIN,IN
E_WON_Near_C2_HTI,ELCWIN,IN
E_WON_Trans_C2_MMR,ELC,OUT
E_WOF_shal_Inter_C6_DEU,ELCWIN,IN
E_WOF_deep_Near_C4_IND,ELC,OUT
E_WOF_deep_Inter_C1_SYR,ELC,OUT
E_WOF_tran_Near_C6_LKA,ELCWIN,IN
E_WOF_tran_Near_C8_RUS,ELCWIN,IN
E_WOF_deep_Near_C1_ITA,ELCWIN,IN
E_WON_Near_C1_HND,ELC,OUT
E_WON_Near_C2_BRA,ELC,OUT
E_WON_Trans_C3_GRC,ELCWIN,IN
E_WON_Near_C2_MEX,ELC,OUT
E_WON_Far_C5_SLB,ELCWIN,IN
E_WOF_tran_Inter_C1_MDV,ELC,OUT
E_WON_Near_C3_BEL,ELC,OUT
E_WOF_shal_Inter_C1_PNG,ELCWIN,IN
E_WON_Far_C1_MMR,ELCWIN,IN
E_WOF_shal_Near_C1_RUS,ELCWIN,IN
E_WOF_shal_Inter_C5_USA,ELCWIN,IN
E_WON_Near_C2_KWT,ELCWIN,IN
E_WON_Far_C4_TJK,ELCWIN,IN
E_WON_Near_C4_ARG,ELC,OUT
E_WOF_tran_Near_C1_BGD,ELC,OUT
E_WOF_shal_Far_C7_IRL,ELCWIN,IN
E_WOF_tran_Near_C2_ALB,ELCWIN,IN
E_WON_Far_C3_MEX,ELCWIN,IN
E_WOF_deep_Inter_C5_LVA,ELC,OUT
E_WON_Near_C1_AUT,ELCWIN,IN
E_WOF_deep_Inter_C3_RUS,ELC,OUT
E_WON_Far_C4_OMN,ELC,OUT
E_WON_Near_C5_PHL,ELCWIN,IN
E_WON_Near_C3_AZE,ELCWIN,IN
E_WOF_shal_Inter_C5_LKA,ELC,OUT
E_WOF_tran_Inter_C2_BHR,ELCWIN,IN
E_WOF_deep_Inter_C7_GBR,ELCWIN,IN
E_WOF_shal_Near_C2_PYF,ELCWIN,IN
E_WOF_shal_Inter_C1_SAU,ELCWIN,IN
E_WON_Near_C2_GEO,ELCWIN,IN
E_WOF_deep_Far_C4_PNG,ELC,OUT
E_WON_Near_C4_PRT,ELCWIN,IN
E_WOF_deep_Far_C2_IDN,ELC,OUT
E_WOF_tran_Near_C3_IDN,ELC,OUT
E_WOF_tran_Inter_C4_IND,ELCWIN,IN
E_WOF_shal_Far_C2_SAU,ELC,OUT
E_WOF_shal_Near_C2_KHM,ELCWIN,IN
E_WON_Near_C3_ROM,ELCWIN,IN
E_WON_Trans_C7_IRN,ELCWIN,IN
E_WON_Trans_C2_PNG,ELCWIN,IN
E_WOF_shal_Inter_C4_RUS,ELCWIN,IN
E_WOF_tran_Near_C4_GRC,ELCWIN,IN
E_WOF_deep_Near_C4_KOR,ELCWIN,IN
E_WON_Far_C2_AFG,ELCWIN,IN
E_WON_Trans_C2_YEM,ELCWIN,IN
E_WON_Near_C4_DEU,ELC,OUT
E_WOF_shal_Inter_C3_PAK,ELCWIN,IN
E_WOF_deep_Inter_C1_SYR,ELCWIN,IN
E_WOF_shal_Inter_C1_IND,ELC,OUT
E_WON_Far_C2_IRQ,ELC,OUT
E_WOF_shal_Near_C6_GBR,ELCWIN,IN
E_WOF_deep_Near_C5_EST,ELC,OUT
E_WOF_tran_Near_C4_PNG,ELC,OUT
E_WON_Trans_C4_LAO,ELCWIN,IN
E_WON_Near_C5_AFG,ELC,OUT
E_WON_Near_C3_FJI,ELCWIN,IN
E_WOF_deep_Inter_C6_USA,ELC,OUT
E_WOF_deep_Inter_C6_RUS,ELCWIN,IN
E_WON_Trans_C3_ARG,ELC,OUT
E_WOF_tran_Near_C2_LKA,ELC,OUT
E_WOF_tran_Inter_C3_KOR,ELCWIN,IN
E_WOF_tran_Near_C4_PAK,ELC,OUT
E_WON_Near_C6_IRN,ELCWIN,IN
E_WOF_deep_Far_C2_QAT,ELC,OUT
E_WON_Near_C3_CRI,ELCWIN,IN
E_WON_Near_C3_MMR,ELC,OUT
E_WON_Near_C2_CYP,ELC,OUT
E_WON_Near_C8_ARG,ELC,OUT
ROTCOA005,RESN2ON,OUT
E_WON_Near_C2_PNG,ELC,OUT
E_WOF_deep_Inter_C1_HRV,ELC,OUT
E_WOF_tran_Near_C4_SWE,ELC,OUT
E_WOF_tran_Inter_C6_NOR,ELCWIN,IN
E_WOF_tran_Far_C4_PYF,ELC,OUT
E_WON_Near_C7_BRA,ELC,OUT
E_WOF_deep_Near_C2_HRV,ELC,OUT
E_WON_Trans_C1_PNG,ELCWIN,IN
E_WOF_deep_Inter_C6_JPN,ELCWIN,IN
E_WOF_shal_Inter_C5_VUT,ELCWIN,IN
E_WOF_tran_Far_C2_IRN,ELC,OUT
E_WOF_tran_Inter_C5_FIN,ELCWIN,IN
E_WON_Near_C1_BGR,ELC,OUT
E_WOF_tran_Near_C5_JPN,ELCWIN,IN
E_WON_Near_C4_FRA,ELC,OUT
ROTNGA005,RESNGA,IN
E_WON_Trans_C1_IDN,ELCWIN,IN
E_WOF_deep_Near_C1_TUR,ELC,OUT
E_WON_Near_C3_SVK,ELCWIN,IN
E_WOF_tran_Near_C3_MKD,ELC,OUT
E_WOF_deep_Near_C2_HRV,ELCWIN,IN
E_WON_Near_C5_SWE,ELC,OUT
E_WOF_deep_Near_C3_FJI,ELC,OUT
E_WOF_shal_Near_C5_VNM,ELC,OUT
E_WON_Near_C2_ARM,ELC,OUT
E_WON_Near_C4_BEL,ELCWIN,IN
E_WOF_tran_Near_C6_DEU,ELC,OUT
E_WOF_tran_Near_C5_PNG,ELCWIN,IN
E_WON_Near_C3_FIN,ELC,OUT
E_WON_Far_C4_FIN,ELC,OUT
E_WON_Near_C3_IRN,ELC,OUT
E_WON_Trans_C3_VNM,ELCWIN,IN
E_WON_Near_C1_LKA,ELCWIN,IN
E_WON_Near_C6_PHL,ELC,OUT
E_WOF_shal_Near_C3_USA,ELC,OUT
E_WON_Near_C4_FIN,ELC,OUT
E_WOF_shal_Inter_C5_FRA,ELC,OUT
E_WOF_tran_Inter_C4_VNM,ELC,OUT
E_WON_Near_C4_KAZ,ELCWIN,IN
E_WOF_shal_Near_C4_PAK,ELCWIN,IN
E_WOF_deep_Far_C4_IDN,ELC,OUT
E_WOF_shal_Inter_C1_HRV,ELCWIN,IN
E_WOF_deep_Inter_C5_YEM,ELC,OUT
E_WON_Near_C4_NCL,ELC,OUT
E_WON_Near_C1_JOR,ELC,OUT
E_WON_Far_C4_KAZ,ELC,OUT
E_WON_Near_C3_KGZ,ELC,OUT
E_WON_Far_C4_VUT,ELC,OUT
E_WON_Trans_C2_GEO,ELC,OUT
E_WOF_deep_Near_C8_RUS,ELC,OUT
E_WOF_tran_Near_C1_PAK,ELCWIN,IN
E_WOF_deep_Inter_C3_BGR,ELCWIN,IN
E_WOF_deep_Far_C7_ISL,ELCWIN,IN
E_WOF_deep_Far_C4_KOR,ELC,OUT
E_WON_Trans_C3_CHL,ELCWIN,IN
E_WON_Trans_C6_DEU,ELCWIN,IN
E_WON_Near_C4_THA,ELCWIN,IN
E_WOF_deep_Inter_C2_PHL,ELCWIN,IN
E_WON_Near_C4_MMR,ELCWIN,IN
E_WOF_tran_Near_C4_SWE,ELCWIN,IN
ROTDST005,RESN2ON,OUT
E_WON_Near_C3_FIN,ELCWIN,IN
E_WON_Far_C5_EST,ELC,OUT
E_WON_Far_C4_UZB,ELCWIN,IN
E_WOF_deep_Near_C2_IRN,ELC,OUT
E_WOF_deep_Inter_C4_VNM,ELC,OUT
E_WON_Near_C3_KOR,ELCWIN,IN
E_WOF_deep_Far_C5_FJI,ELCWIN,IN
E_WOF_tran_Inter_C4_SWE,ELC,OUT
E_WOF_shal_Inter_C2_QAT,ELC,OUT
E_WON_Trans_C6_NIC,ELC,OUT
E_WOF_tran_Inter_C7_RUS,ELC,OUT
E_WOF_shal_Near_C3_KOR,ELC,OUT
E_WOF_shal_Inter_C1_SLB,ELC,OUT
E_WOF_tran_Inter_C2_IRN,ELCWIN,IN
E_WOF_deep_Near_C2_ESP,ELCWIN,IN
E_WON_Far_C2_RUS,ELCWIN,IN
COTELC005,COT,OUT
E_WON_Near_C3_MDA,ELC,OUT
E_WOF_deep_Inter_C3_MKD,ELC,OUT
E_WON_Near_C7_VNM,ELCWIN,IN
E_WOF_deep_Near_C4_SLB,ELC,OUT
E_WOF_tran_Near_C5_JPN,ELC,OUT
E_WON_Near_C5_BEL,ELC,OUT
E_WON_Near_C3_TMP,ELC,OUT
E_WOF_deep_Near_C5_MEX,ELC,OUT
E_WOF_shal_Near_C4_SLB,ELCWIN,IN
E_WON_Near_C1_SAU,ELCWIN,IN
E_WOF_tran_Near_C9_MEX,ELC,OUT
E_WOF_tran_Far_C5_FRA,ELC,OUT
E_WON_Near_C1_TMP,ELC,OUT
E_WON_Trans_C1_HUN,ELC,OUT
E_WON_Trans_C4_TKM,ELC,OUT
E_WON_Trans_C3_BRA,ELC,OUT
E_WOF_shal_Near_C2_PRK,ELC,OUT
E_WOF_deep_Far_C4_GRC,ELCWIN,IN
E_WOF_shal_Far_C6_VNM,ELC,OUT
E_WOF_deep_Inter_C4_GUM,ELC,OUT
E_WOF_shal_Near_C4_VNM,ELC,OUT
E_WON_Near_C1_BGR,ELCWIN,IN
E_WOF_deep_Inter_C1_CYP,ELC,OUT
E_WON_Far_C3_IDN,ELC,OUT
E_WOF_tran_Inter_C3_PHL,ELCWIN,IN
E_WON_Far_C2_TKM,ELCWIN,IN
E_WON_Far_C4_AFG,ELCWIN,IN
E_WOF_deep_Far_C7_YEM,ELCWIN,IN
E_WON_Near_C2_GTM,ELCWIN,IN
E_WON_Near_C1_VNM,ELC,OUT
E_WOF_deep_Near_C3_PNG,ELC,OUT
E_WOF_deep_Far_C6_JPN,ELCWIN,IN
E_WOF_tran_Near_C6_MEX,ELC,OUT
E_WOF_tran_Inter_C1_YEM,ELC,OUT
E_WON_Near_C9_CHL,ELC,OUT
E_WON_Trans_C7_USA,ELC,OUT
E_WOF_shal_Inter_C3_SLB,ELC,OUT
E_WON_Far_C3_AFG,ELCWIN,IN
E_WOF_deep_Inter_C6_SWE,ELC,OUT
E_WOF_deep_Near_C2_MLT,ELCWIN,IN
E_WOF_deep_Inter_C5_VUT,ELCWIN,IN
E_WON_Near_C2_KHM,ELC,OUT
E_WON_Near_C4_LKA,ELC,OUT
E_WON_Far_C2_IRQ,ELCWIN,IN
E_WOF_tran_Far_C7_GBR,ELC,OUT
E_WON_Near_C2_CZE,ELC,OUT
E_WOF_shal_Inter_C5_SLB,ELC,OUT
E_WOF_deep_Inter_C4_POL,ELCWIN,IN
E_WOF_shal_Near_C2_SLB,ELCWIN,IN
E_WON_Trans_C3_OMN,ELCWIN,IN
E_WOF_tran_Far_C6_SWE,ELC,OUT
E_WOF_deep_Far_C7_IRL,ELCWIN,IN
E_WON_Near_C4_LKA,ELCWIN,IN
E_WOF_deep_Far_C3_ROM,ELC,OUT
E_WON_Near_C1_GTM,ELC,OUT
E_WOF_tran_Inter_C5_KOR,ELCWIN,IN
E_WOF_deep_Near_C1_OMN,ELCWIN,IN
E_WON_Trans_C2_ARM,ELCWIN,IN
E_WOF_tran_Inter_C6_BEL,ELCWIN,IN
E_WON_Trans_C6_OMN,ELCWIN,IN
E_WON_Trans_C4_LTU,ELCWIN,IN
E_WOF_deep_Near_C2_THA,ELC,OUT
E_WON_Trans_C2_PER,ELCWIN,IN
E_WOF_deep_Inter_C4_PYF,ELCWIN,IN
E_WON_Near_C6_ARG,ELC,OUT
E_WOF_shal_Near_C1_MDV,ELC,OUT
E_WOF_shal_Near_C3_SLB,ELCWIN,IN
E_WOF_shal_Near_C3_JPN,ELC,OUT
E_WOF_deep_Inter_C9_MEX,ELCWIN,IN
E_WOF_tran_Far_C7_NLD,ELC,OUT
E_WOF_tran_Near_C3_THA,ELCWIN,IN
E_WOF_deep_Near_C6_JPN,ELCWIN,IN
E_WOF_tran_Far_C2_IND,ELC,OUT
E_WOF_shal_Inter_C1_IDN,ELC,OUT
E_WON_Far_C4_PAK,ELC,OUT
E_WOF_deep_Far_C1_MYS,ELC,OUT
E_WOF_shal_Inter_C3_PNG,ELC,OUT
E_WOF_tran_Near_C1_MYS,ELCWIN,IN
E_WOF_deep_Near_C5_NOR,ELCWIN,IN
E_WOF_deep_Inter_C3_ESP,ELC,OUT
E_WON_Far_C1_MYS,ELC,OUT
E_WOF_shal_Inter_C1_SAU,ELC,OUT
E_WON_Far_C2_YEM,ELC,OUT
E_WON_Trans_C1_TMP,ELCWIN,IN
E_WON_Trans_C7_COL,ELC,OUT
E_WON_Near_C1_AZE,ELC,OUT
E_WOF_shal_Inter_C6_FRA,ELC,OUT
E_WON_Near_C3_NIC,ELC,OUT
E_WON_Near_C3_CUB,ELCWIN,IN
E_WON_Trans_C4_BHS,ELC,OUT
E_WOF_deep_Far_C2_VNM,ELCWIN,IN
E_WOF_shal_Near_C4_IND,ELC,OUT
E_WOF_deep_Far_C5_SLB,ELCWIN,IN
E_WOF_shal_Inter_C2_PNG,ELC,OUT
E_WOF_deep_Inter_C1_OMN,ELCWIN,IN
E_WOF_tran_Inter_C6_FRA,ELCWIN,IN
E_WON_Near_C2_PAN,ELC,OUT
E_WOF_tran_Near_C2_PNG,ELCWIN,IN
E_WON_Trans_C3_PRT,ELCWIN,IN
E_WOF_deep_Near_C4_PYF,ELCWIN,IN
E_WOF_shal_Near_C2_IDN,ELC,OUT
E_WON_Near_C1_KAZ,ELC,OUT
E_WOF_deep_Inter_C5_DNK,ELC,OUT
E_WOF_shal_Near_C3_YEM,ELCWIN,IN
E_WOF_deep_Inter_C1_GEO,ELC,OUT
E_WOF_shal_Inter_C3_PAK,ELC,OUT
E_WON_Trans_C9_MEX,ELC,OUT
E_WON_Near_C4_FIN,ELCWIN,IN
E_WON_Near_C5_CRI,ELC,OUT
E_WOF_tran_Near_C4_GUM,ELCWIN,IN
E_WON_Trans_C3_RUS,ELCWIN,IN
E_WON_Near_C3_RUS,ELCWIN,IN
E_WOF_deep_Inter_C4_FJI,ELCWIN,IN
E_WON_Near_C2_ALB,ELCWIN,IN
E_WON_Near_C2_JPN,ELCWIN,IN
E_WON_Near_C4_CZE,ELC,OUT
E_WOF_tran_Near_C1_IRN,ELC,OUT
E_WON_Far_C2_PAK,ELCWIN,IN
E_WON_Far_C7_ISL,ELCWIN,IN
E_WON_Near_C1_TKM,ELC,OUT
E_WON_Near_C2_BOL,ELCWIN,IN
E_WOF_tran_Far_C1_IND,ELC,OUT
E_WOF_deep_Inter_C4_ROM,ELCWIN,IN
E_WOF_deep_Near_C5_VNM,ELC,OUT
E_WOF_tran_Near_C4_UKR,ELCWIN,IN
E_WOF_deep_Far_C6_POL,ELC,OUT
E_WOF_deep_Inter_C8_IRL,ELCWIN,IN
E_WON_Near_C4_KGZ,ELCWIN,IN
E_WOF_deep_Inter_C5_SLB,ELC,OUT
E_WON_Near_C3_PRY,ELCWIN,IN
E_WOF_deep_Inter_C5_RUS,ELC,OUT
E_WON_Near_C1_CYP,ELC,OUT
E_WON_Trans_C4_URY,ELCWIN,IN
E_WOF_tran_Far_C1_IND,ELCWIN,IN
E_WOF_deep_Near_C4_SWE,ELC,OUT
E_WON_Trans_C3_SYR,ELC,OUT
E_WOF_deep_Near_C3_PRK,ELCWIN,IN
E_WON_Near_C3_KAZ,ELC,OUT
E_WON_Trans_C4_IRN,ELCWIN,IN
E_WOF_deep_Near_C2_YEM,ELCWIN,IN
E_WON_Near_C2_VNM,ELC,OUT
E_WOF_shal_Inter_C5_FRA,ELCWIN,IN
E_WOF_deep_Far_C2_THA,ELCWIN,IN
E_WOF_tran_Inter_C6_LKA,ELCWIN,IN
E_WOF_shal_Near_C3_FJI,ELCWIN,IN
E_WOF_shal_Inter_C7_GBR,ELC,OUT
E_WOF_deep_Far_C1_KHM,ELC,OUT
E_WON_Near_C4_NIC,ELCWIN,IN
E_WOF_deep_Far_C3_PAK,ELCWIN,IN
E_WON_Near_C2_MKD,ELC,OUT
E_WON_Trans_C5_FRA,ELCWIN,IN
E_WOF_tran_Near_C5_USA,ELCWIN,IN
E_WON_Trans_C6_VEN,ELCWIN,IN
E_WOF_deep_Inter_C4_JPN,ELC,OUT
E_WOF_tran_Near_C2_ESP,ELC,OUT
E_WON_Trans_C9_CHL,ELCWIN,IN
E_WOF_shal_Near_C3_THA,ELCWIN,IN
E_WON_Trans_C4_JPN,ELC,OUT
E_WOF_shal_Near_C3_BGR,ELC,OUT
E_WOF_tran_Inter_C1_IDN,ELCWIN,IN
E_WOF_deep_Near_C3_PRT,ELCWIN,IN
E_WON_Near_C2_LKA,ELCWIN,IN
E_WOF_tran_Inter_C5_IND,ELC,OUT
E_WOF_shal_Inter_C6_SWE,ELCWIN,IN
E_WON_Near_C1_ROM,ELC,OUT
E_WON_Trans_C1_GTM,ELCWIN,IN
E_WON_Far_C1_RUS,ELCWIN,IN
E_WON_Far_C5_SLB,ELC,OUT
E_WOF_tran_Near_C3_USA,ELC,OUT
E_WON_Near_C1_PAK,ELC,OUT
E_WON_Near_C6_VNM,ELC,OUT
E_WOF_deep_Near_C1_MYS,ELC,OUT
E_WOF_tran_Far_C3_WSM,ELCWIN,IN
E_WOF_deep_Near_C6_GBR,ELCWIN,IN
E_WON_Trans_C4_PHL,ELCWIN,IN
E_WOF_deep_Near_C2_PNG,ELCWIN,IN
E_WOF_shal_Near_C5_NLD,ELCWIN,IN
E_WOF_shal_Inter_C6_BEL,ELCWIN,IN
E_WOF_tran_Far_C4_PYF,ELCWIN,IN
E_WOF_tran_Inter_C1_KHM,ELC,OUT
E_WOF_deep_Inter_C4_NCL,ELC,OUT
E_WON_Trans_C2_UZB,ELCWIN,IN
E_WOF_tran_Inter_C5_USA,ELC,OUT
E_WOF_shal_Near_C2_HRV,ELC,OUT
E_WON_Trans_C2_NCL,ELC,OUT
E_WON_Near_C3_UKR,ELCWIN,IN
E_WOF_tran_Near_C3_OMN,ELCWIN,IN
E_WOF_tran_Far_C6_NLD,ELC,OUT
E_WOF_shal_Inter_C4_PAK,ELCWIN,IN
E_WOF_tran_Near_C3_UKR,ELCWIN,IN
E_WON_Near_C2_KAZ,ELCWIN,IN
E_WON_Trans_C3_TUR,ELCWIN,IN
E_WON_Near_C1_NPL,ELCWIN,IN
E_WOF_deep_Far_C1_KHM,ELCWIN,IN
E_WOF_deep_Far_C1_IDN,ELC,OUT
E_WON_Trans_C1_PHL,ELCWIN,IN
E_WON_Near_C1_SAU,ELC,OUT
E_WOF_deep_Near_C3_NCL,ELC,OUT
E_WOF_shal_Inter_C5_ESP,ELC,OUT
E_WOF_shal_Far_C7_DNK,ELCWIN,IN
E_WON_Near_C1_ALB,ELC,OUT
E_WON_Trans_C4_FRA,ELC,OUT
E_WON_Near_C5_BRA,ELCWIN,IN
E_WON_Near_C5_GRC,ELC,OUT
E_WOF_deep_Inter_C3_USA,ELCWIN,IN
E_WON_Near_C4_POL,ELC,OUT
E_WON_Near_C4_PNG,ELC,OUT
E_WON_Trans_C1_RUS,ELC,OUT
E_WON_Trans_C3_SWE,ELC,OUT
E_WON_Trans_C5_VEN,ELCWIN,IN
E_WOF_tran_Far_C3_ROM,ELCWIN,IN
E_WON_Trans_C2_MNG,ELCWIN,IN
E_WOF_deep_Near_C3_FRA,ELCWIN,IN
E_WOF_deep_Far_C6_SWE,ELC,OUT
E_WOF_tran_Near_C1_PHL,ELC,OUT
E_WON_Near_C3_BGR,ELC,OUT
E_WON_Near_C2_CHE,ELCWIN,IN
E_WOF_deep_Near_C8_ISL,ELCWIN,IN
E_WON_Near_C3_NCL,ELCWIN,IN
E_WOF_tran_Near_C6_USA,ELCWIN,IN
E_WOF_shal_Near_C3_VNM,ELC,OUT
E_WOF_tran_Near_C2_BGD,ELC,OUT
E_WOF_deep_Near_C7_YEM,ELCWIN,IN
E_WOF_deep_Near_C4_TUR,ELCWIN,IN
ROTKER005,RESKER,IN
E_WON_Near_C3_BRA,ELC,OUT
E_WON_Trans_C2_MEX,ELCWIN,IN
E_WON_Far_C6_RUS,ELCWIN,IN
E_WOF_deep_Near_C2_UKR,ELCWIN,IN
E_WON_Far_C1_IND,ELCWIN,IN
E_WON_Trans_C2_IRQ,ELCWIN,IN
E_WOF_deep_Near_C7_IRL,ELCWIN,IN
E_WOF_deep_Near_C2_PYF,ELCWIN,IN
E_WOF_shal_Inter_C1_SLB,ELCWIN,IN
E_WOF_tran_Near_C7_NOR,ELC,OUT
E_WOF_shal_Near_C5_LKA,ELCWIN,IN
E_WOF_tran_Inter_C4_TUR,ELCWIN,IN
E_WON_Near_C5_FRA,ELCWIN,IN
E_WOF_deep_Far_C1_THA,ELC,OUT
E_WON_Far_C1_UZB,ELC,OUT
E_WOF_tran_Near_C3_MKD,ELCWIN,IN
E_WOF_tran_Near_C2_FJI,ELC,OUT
E_WOF_deep_Far_C3_SLB,ELC,OUT
E_WOF_tran_Near_C1_ARE,ELCWIN,IN
E_WON_Far_C1_PAK,ELC,OUT
E_WOF_deep_Inter_C1_OMN,ELC,OUT
E_WON_Trans_C6_GRC,ELCWIN,IN
E_WOF_deep_Far_C1_MYS,ELCWIN,IN
E_WON_Trans_C3_TKM,ELCWIN,IN
E_WON_Trans_C1_TJK,ELCWIN,IN
E_WOF_tran_Near_C7_YEM,ELC,OUT
E_WON_Near_C1_LBN,ELCWIN,IN
E_WON_Far_C4_PNG,ELC,OUT
E_WOF_tran_Far_C4_RUS,ELC,OUT
E_WON_Trans_C2_BRA,ELC,OUT
E_WON_Near_C6_IRL,ELC,OUT
E_WOF_shal_Inter_C6_NLD,ELCWIN,IN
E_WON_Far_C2_PNG,ELC,OUT
E_WON_Far_C1_USA,ELCWIN,IN
E_WOF_deep_Far_C5_FRA,ELCWIN,IN
E_WOF_deep_Inter_C4_IND,ELCWIN,IN
E_WOF_deep_Inter_C5_JPN,ELC,OUT
E_WOF_shal_Near_C2_USA,ELCWIN,IN
E_WOF_tran_Near_C7_RUS,ELC,OUT
E_WOF_tran_Near_C6_MEX,ELCWIN,IN
E_WOF_deep_Far_C5_PHL,ELC,OUT
E_WOF_deep_Far_C3_PNG,ELCWIN,IN
E_WOF_deep_Inter_C4_NOR,ELCWIN,IN
E_WOF_tran_Inter_C3_ROM,ELCWIN,IN
E_WON_Near_C4_GTM,ELCWIN,IN
E_WOF_deep_Near_C6_ESP,ELC,OUT
E_WOF_tran_Near_C3_ROM,ELCWIN,IN
E_WON_Near_C7_ARG,ELC,OUT
E_WOF_deep_Inter_C1_KHM,ELCWIN,IN
E_WON_Near_C6_AFG,ELCWIN,IN
E_WOF_shal_Inter_C1_PHL,ELCWIN,IN
E_WOF_deep_Near_C5_FIN,ELC,OUT
E_WOF_deep_Far_C2_PNG,ELC,OUT
E_WOF_deep_Far_C2_IDN,ELCWIN,IN
E_WON_Trans_C1_MMR,ELC,OUT
E_WON_Trans_C6_RUS,ELC,OUT
E_WOF_shal_Inter_C5_FJI,ELC,OUT
E_WON_Near_C4_IRQ,ELC,OUT
E_WON_Trans_C4_PRT,ELC,OUT
