process,commodity,direction
E_WON_Near_C6_BRA,ELCWIN,IN
E_WOF_tran_Near_C2_WSM,ELC,OUT
E_WOF_shal_Far_C1_PHL,ELC,OUT
E_WOF_deep_Near_C2_PHL,ELCWIN,IN
E_WOF_deep_Inter_C1_YEM,ELC,OUT
E_WOF_tran_Near_C4_SLB,ELC,OUT
E_WON_Trans_C2_URY,ELCWIN,IN
SUP_TGTL,SUPNGA,IN
E_WOF_shal_Far_C3_VNM,ELCWIN,IN
E_WOF_shal_Inter_C6_OMN,ELCWIN,IN
SUP_OILGSLDMY,OILGSL,OUT
E_WON_Near_C3_IND,ELCWIN,IN
E_WON_Near_C4_VNM,ELCWIN,IN
E_WON_Far_C1_IRN,ELC,OUT
E_WOF_deep_Near_C1_PAK,ELC,OUT
E_WOF_tran_Far_C3_PHL,ELC,OUT
E_WON_Near_C1_KOR,ELC,OUT
E_WOF_shal_Near_C1_YEM,ELCWIN,IN
E_WOF_shal_Near_C6_OMN,ELCWIN,IN
E_WOF_deep_Near_C5_LVA,ELC,OUT
E_WOF_tran_Inter_C7_IRL,ELC,OUT
E_WOF_shal_Near_C3_LVA,ELC,OUT
E_WON_Trans_C1_PRY,ELC,OUT
E_WON_Near_C9_BRA,ELC,OUT
E_WOF_shal_Near_C1_PAK,ELCWIN,IN
E_WOF_shal_Inter_C3_PHL,ELCWIN,IN
E_WON_Trans_C4_RUS,ELC,OUT
E_WON_Trans_C7_AFG,ELCWIN,IN
E_WOF_deep_Near_C1_LBN,ELCWIN,IN
E_WOF_deep_Inter_C7_ISL,ELCWIN,IN
E_WOF_tran_Inter_C6_DEU,ELC,OUT
E_WOF_shal_Near_C7_VNM,ELC,OUT
E_WON_Near_C5_NOR,ELC,OUT
E_WON_Near_C4_FJI,ELCWIN,IN
E_WOF_deep_Inter_C1_PAK,ELCWIN,IN
E_WOF_tran_Inter_C1_PHL,ELCWIN,IN
E_WOF_deep_Far_C2_ITA,ELCWIN,IN
E_WON_Trans_C8_ISL,ELCWIN,IN
E_WON_Trans_C2_GTM,ELCWIN,IN
E_WOF_deep_Inter_C3_TUR,ELC,OUT
E_WOF_tran_Near_C3_MEX,ELC,OUT
E_WOF_tran_Near_C8_RUS,ELC,OUT
E_WOF_deep_Inter_C6_OMN,ELCWIN,IN
E_WON_Trans_C1_TUR,ELCWIN,IN
E_WOF_deep_Near_C1_CYP,ELCWIN,IN
E_WON_Far_C3_NCL,ELC,OUT
ROTLPG005,RESN2ON,OUT
E_WOF_deep_Near_C3_HRV,ELCWIN,IN
E_WOF_deep_Near_C6_NOR,ELCWIN,IN
E_WOF_tran_Inter_C1_QAT,ELC,OUT
E_WON_Near_C1_COL,ELCWIN,IN
E_WOF_shal_Inter_C5_ESP,ELCWIN,IN
E_WOF_shal_Near_C6_PNG,ELC,OUT
E_WON_Far_C5_PNG,ELC,OUT
E_WOF_tran_Near_C6_DNK,ELC,OUT
E_WOF_tran_Far_C1_KHM,ELCWIN,IN
E_WOF_tran_Inter_C2_VNM,ELCWIN,IN
E_WON_Near_C2_ARE,ELC,OUT
E_WOF_shal_Inter_C6_NOR,ELCWIN,IN
E_WON_Near_C2_TKM,ELCWIN,IN
E_WOF_shal_Near_C4_RUS,ELCWIN,IN
E_WON_Far_C3_IRN,ELC,OUT
E_WON_Near_C8_MEX,ELCWIN,IN
E_WOF_shal_Inter_C4_IDN,ELCWIN,IN
E_WON_Trans_C1_SUR,ELC,OUT
E_WOF_tran_Near_C5_GBR,ELC,OUT
E_WOF_deep_Near_C6_YEM,ELC,OUT
E_WON_Near_C2_SVK,ELCWIN,IN
E_WOF_deep_Near_C5_SLB,ELC,OUT
E_WOF_tran_Near_C4_PRK,ELC,OUT
E_WON_Near_C3_NOR,ELC,OUT
E_WOF_tran_Far_C1_IDN,ELCWIN,IN
E_WOF_tran_Near_C1_SLB,ELCWIN,IN
E_WON_Near_C6_IND,ELCWIN,IN
E_WON_Far_C2_AFG,ELC,OUT
E_WOF_deep_Far_C6_PNG,ELCWIN,IN
E_WOF_deep_Inter_C4_SLB,ELC,OUT
E_WON_Far_C3_PNG,ELC,OUT
E_WOF_tran_Far_C4_IND,ELC,OUT
E_WOF_deep_Inter_C1_USA,ELC,OUT
E_WOF_deep_Near_C7_VNM,ELCWIN,IN
E_WOF_deep_Far_C6_VNM,ELCWIN,IN
E_WOF_deep_Inter_C3_VNM,ELC,OUT
E_WON_Trans_C4_KAZ,ELCWIN,IN
E_WON_Trans_C4_NOR,ELCWIN,IN
E_WOF_shal_Inter_C5_RUS,ELC,OUT
E_WON_Near_C1_LKA,ELC,OUT
E_WON_Far_C2_WSM,ELC,OUT
E_WOF_deep_Near_C7_VNM,ELC,OUT
E_WON_Far_C3_TJK,ELC,OUT
E_WOF_tran_Inter_C3_PAK,ELCWIN,IN
E_WOF_tran_Inter_C1_BGD,ELCWIN,IN
E_WOF_tran_Inter_C5_IDN,ELC,OUT
E_WOF_deep_Inter_C8_GBR,ELCWIN,IN
E_WON_Near_C3_GRC,ELC,OUT
E_WON_Far_C3_USA,ELCWIN,IN
E_WOF_shal_Inter_C6_LKA,ELC,OUT
E_WON_Far_C1_KHM,ELC,OUT
E_WOF_tran_Inter_C4_KOR,ELCWIN,IN
E_WON_Trans_C2_CYP,ELCWIN,IN
E_WOF_deep_Near_C3_ALB,ELCWIN,IN
E_WOF_deep_Inter_C6_ISL,ELCWIN,IN
E_WOF_shal_Near_C6_YEM,ELC,OUT
E_WOF_deep_Far_C2_YEM,ELC,OUT
E_WOF_deep_Inter_C2_PYF,ELC,OUT
E_WON_Near_C4_VEN,ELC,OUT
E_WON_Trans_C1_GRC,ELCWIN,IN
E_WOF_shal_Inter_C2_KWT,ELCWIN,IN
E_WOF_deep_Near_C4_JPN,ELCWIN,IN
E_WON_Trans_C1_CHL,ELCWIN,IN
E_WON_Near_C1_UZB,ELC,OUT
E_WOF_shal_Far_C1_VNM,ELC,OUT
E_WON_Near_C4_JPN,ELC,OUT
E_WOF_deep_Inter_C5_POL,ELC,OUT
E_WON_Trans_C4_POL,ELC,OUT
E_WOF_shal_Inter_C6_POL,ELC,OUT
E_WOF_tran_Inter_C5_USA,ELCWIN,IN
E_WON_Trans_C8_VEN,ELC,OUT
E_WON_Near_C2_KGZ,ELC,OUT
E_WOF_deep_Far_C3_PYF,ELCWIN,IN
E_WOF_deep_Inter_C4_POL,ELC,OUT
E_WOF_shal_Near_C6_LKA,ELCWIN,IN
E_WON_Trans_C7_MEX,ELC,OUT
E_WOF_deep_Near_C3_TUR,ELC,OUT
E_WOF_shal_Inter_C5_IDN,ELCWIN,IN
E_WOF_tran_Inter_C5_GBR,ELC,OUT
E_WOF_tran_Near_C3_KOR,ELCWIN,IN
E_WON_Near_C6_GBR,ELCWIN,IN
E_WOF_tran_Far_C3_MMR,ELC,OUT
E_WOF_shal_Near_C4_VNM,ELCWIN,IN
E_WON_Trans_C1_PHL,ELC,OUT
E_WOF_tran_Near_C3_SLB,ELCWIN,IN
E_WON_Trans_C1_SAU,ELC,OUT
E_WOF_tran_Far_C2_USA,ELCWIN,IN
E_WON_Near_C3_SVK,ELC,OUT
E_WON_Near_C2_CUB,ELCWIN,IN
E_WOF_deep_Inter_C2_MMR,ELCWIN,IN
E_WON_Near_C1_BRN,ELC,OUT
E_WON_Near_C1_GUY,ELCWIN,IN
E_WOF_tran_Far_C4_VNM,ELCWIN,IN
E_WON_Trans_C1_GUY,ELC,OUT
E_WOF_shal_Near_C3_PNG,ELC,OUT
E_WON_Near_C2_OMN,ELC,OUT
E_WON_Near_C5_KAZ,ELCWIN,IN
E_WOF_deep_Far_C4_MEX,ELC,OUT
E_WOF_deep_Inter_C3_PRT,ELC,OUT
E_WON_Near_C3_YEM,ELCWIN,IN
E_WON_Near_C6_AFG,ELC,OUT
E_WOF_shal_Near_C7_YEM,ELC,OUT
E_WON_Near_C2_IRQ,ELC,OUT
E_WOF_tran_Far_C4_VNM,ELC,OUT
E_WOF_deep_Far_C4_GRC,ELC,OUT
E_WON_Near_C5_HND,ELC,OUT
E_WOF_tran_Near_C2_THA,ELC,OUT
E_WOF_tran_Near_C2_THA,ELCWIN,IN
E_WOF_tran_Near_C2_BGR,ELC,OUT
E_WON_Near_C2_ROM,ELCWIN,IN
E_WON_Near_C1_PRY,ELCWIN,IN
E_WOF_deep_Far_C7_VNM,ELCWIN,IN
E_WON_Near_C7_VEN,ELC,OUT
E_WOF_tran_Near_C3_JPN,ELC,OUT
E_WOF_tran_Inter_C2_IDN,ELCWIN,IN
E_WOF_deep_Far_C7_RUS,ELC,OUT
E_WOF_deep_Near_C6_VUT,ELC,OUT
E_WOF_shal_Inter_C6_PNG,ELCWIN,IN
E_WON_Trans_C6_MEX,ELC,OUT
E_WON_Near_C5_BRA,ELC,OUT
E_WOF_tran_Near_C6_NLD,ELCWIN,IN
E_WOF_tran_Near_C2_HRV,ELCWIN,IN
E_WON_Far_C1_MYS,ELCWIN,IN
E_WON_Near_C4_LVA,ELC,OUT
E_WON_Near_C6_CRI,ELCWIN,IN
E_WOF_shal_Near_C2_OMN,ELCWIN,IN
E_WON_Trans_C4_BRA,ELCWIN,IN
E_WON_Trans_C3_KWT,ELC,OUT
E_WON_Near_C2_DEU,ELC,OUT
E_WOF_shal_Inter_C2_QAT,ELCWIN,IN
E_WOF_tran_Near_C2_KWT,ELC,OUT
E_WON_Near_C2_IDN,ELC,OUT
E_WON_Near_C4_KHM,ELC,OUT
E_WON_Near_C2_FJI,ELC,OUT
E_WOF_shal_Inter_C5_USA,ELC,OUT
E_WON_Far_C9_RUS,ELC,OUT
E_WOF_deep_Near_C4_LKA,ELC,OUT
E_WOF_tran_Far_C3_MEX,ELCWIN,IN
E_WON_Trans_C6_IRL,ELC,OUT
E_WON_Far_C2_NCL,ELCWIN,IN
E_WOF_shal_Near_C3_MEX,ELCWIN,IN
E_WOF_deep_Far_C3_IDN,ELC,OUT
E_WON_Near_C2_TMP,ELCWIN,IN
E_WOF_deep_Far_C2_IRN,ELCWIN,IN
E_WON_Near_C1_QAT,ELC,OUT
E_WOF_shal_Inter_C2_USA,ELCWIN,IN
E_WOF_tran_Far_C2_VNM,ELC,OUT
E_WON_Far_C1_USA,ELC,OUT
E_WOF_tran_Inter_C1_ITA,ELC,OUT
E_WOF_shal_Near_C1_QAT,ELC,OUT
E_WON_Near_C8_AFG,ELC,OUT
E_WOF_deep_Near_C1_PNG,ELCWIN,IN
E_WON_Near_C5_DEU,ELC,OUT
E_WOF_deep_Near_C2_FRA,ELC,OUT
E_WOF_deep_Near_C3_IND,ELCWIN,IN
E_WON_Near_C7_LKA,ELC,OUT
E_WON_Near_C3_TTO,ELCWIN,IN
E_WON_Near_C4_LUX,ELC,OUT
E_WOF_tran_Near_C1_PNG,ELC,OUT
E_WOF_shal_Near_C6_YEM,ELCWIN,IN
E_WON_Near_C6_OMN,ELC,OUT
E_WON_Near_C1_TMP,ELCWIN,IN
E_WOF_deep_Inter_C4_KOR,ELCWIN,IN
E_WON_Trans_C2_URY,ELC,OUT
E_WON_Near_C3_SYR,ELCWIN,IN
E_WOF_shal_Far_C7_GBR,ELC,OUT
E_WOF_shal_Inter_C6_VNM,ELCWIN,IN
E_WOF_deep_Inter_C5_LKA,ELC,OUT
E_WOF_tran_Inter_C1_MMR,ELC,OUT
E_WON_Near_C2_TKM,ELC,OUT
E_WOF_shal_Near_C1_IND,ELC,OUT
E_WOF_deep_Near_C3_MKD,ELCWIN,IN
E_WOF_deep_Near_C4_IDN,ELCWIN,IN
E_WON_Trans_C2_HND,ELC,OUT
E_WON_Trans_C1_KAZ,ELC,OUT
E_WOF_deep_Inter_C1_MYS,ELCWIN,IN
E_WOF_shal_Far_C3_PAK,ELC,OUT
E_WON_Near_C2_QAT,ELCWIN,IN
E_WON_Trans_C3_IRQ,ELCWIN,IN
E_WOF_tran_Far_C5_SLB,ELCWIN,IN
E_WON_Near_C2_BRA,ELCWIN,IN
E_WON_Trans_C3_LVA,ELC,OUT
E_WOF_tran_Near_C3_GRC,ELC,OUT
E_WOF_deep_Far_C1_BGD,ELC,OUT
E_WON_Near_C3_PRK,ELCWIN,IN
E_WOF_tran_Inter_C3_IDN,ELC,OUT
E_WOF_tran_Inter_C5_FIN,ELC,OUT
E_WOF_tran_Near_C3_TUR,ELCWIN,IN
E_WON_Near_C4_JPN,ELCWIN,IN
E_WOF_shal_Near_C3_PHL,ELCWIN,IN
E_WON_Trans_C2_GUY,ELC,OUT
E_WOF_tran_Near_C4_POL,ELC,OUT
E_WOF_tran_Near_C5_ESP,ELC,OUT
E_WOF_deep_Near_C3_PHL,ELCWIN,IN
E_WON_Near_C1_GRC,ELCWIN,IN
E_WON_Trans_C3_BOL,ELC,OUT
E_WOF_deep_Inter_C5_VNM,ELC,OUT
E_WON_Trans_C2_GRC,ELCWIN,IN
E_WOF_deep_Inter_C3_FJI,ELCWIN,IN
E_WON_Far_C1_PNG,ELC,OUT
E_WOF_tran_Near_C4_YEM,ELCWIN,IN
E_WON_Far_C1_IRN,ELCWIN,IN
E_WON_Near_C3_MNG,ELCWIN,IN
E_WON_Near_C4_GRC,ELCWIN,IN
E_WOF_shal_Near_C1_OMN,ELCWIN,IN
E_WON_Near_C1_ARG,ELCWIN,IN
E_WOF_tran_Far_C1_IDN,ELC,OUT
E_WON_Trans_C5_ARG,ELC,OUT
E_WON_Trans_C1_KAZ,ELCWIN,IN
E_WON_Near_C3_CZE,ELC,OUT
E_WOF_tran_Near_C6_PNG,ELCWIN,IN
E_WOF_tran_Near_C4_FJI,ELC,OUT
E_WON_Near_C2_FRA,ELC,OUT
E_WOF_tran_Near_C3_JPN,ELCWIN,IN
E_WOF_shal_Inter_C6_GBR,ELCWIN,IN
E_WOF_deep_Inter_C7_DNK,ELCWIN,IN
E_WOF_deep_Far_C6_OMN,ELCWIN,IN
E_WOF_tran_Inter_C2_USA,ELCWIN,IN
E_WON_Trans_C1_GRC,ELC,OUT
E_WOF_shal_Near_C3_FRA,ELC,OUT
E_WOF_deep_Near_C2_IND,ELC,OUT
E_WOF_tran_Inter_C5_FJI,ELC,OUT
E_WOF_shal_Near_C4_FRA,ELCWIN,IN
E_WON_Near_C7_NIC,ELCWIN,IN
E_WOF_deep_Far_C5_USA,ELC,OUT
E_WOF_tran_Near_C3_NCL,ELCWIN,IN
E_WON_Trans_C1_MEX,ELCWIN,IN
E_WON_Trans_C1_HRV,ELCWIN,IN
E_WON_Trans_C7_USA,ELCWIN,IN
E_WON_Near_C3_BLR,ELC,OUT
E_WOF_deep_Inter_C3_ITA,ELCWIN,IN
E_WON_Near_C4_GRC,ELC,OUT
E_WOF_deep_Far_C7_USA,ELC,OUT
E_WON_Trans_C5_JPN,ELCWIN,IN
E_WON_Trans_C1_THA,ELC,OUT
E_WOF_tran_Inter_C5_FJI,ELCWIN,IN
E_WOF_tran_Near_C6_ISL,ELCWIN,IN
E_WON_Trans_C4_FJI,ELC,OUT
E_WON_Near_C2_RUS,ELCWIN,IN
E_WON_Trans_C1_CUB,ELC,OUT
E_WOF_deep_Far_C5_PHL,ELCWIN,IN
E_WON_Near_C1_KOR,ELCWIN,IN
E_WON_Near_C2_ITA,ELCWIN,IN
E_WOF_tran_Far_C6_FRA,ELC,OUT
E_WON_Trans_C1_TKM,ELCWIN,IN
E_WON_Near_C3_BEL,ELCWIN,IN
E_WON_Trans_C2_KAZ,ELC,OUT
E_WON_Near_C3_JPN,ELC,OUT
E_WOF_shal_Far_C3_PYF,ELC,OUT
E_WON_Trans_C5_CHL,ELCWIN,IN
E_WON_Near_C3_MMR,ELCWIN,IN
E_WOF_deep_Far_C3_PNG,ELC,OUT
E_WOF_deep_Near_C2_BGD,ELCWIN,IN
E_WON_Near_C2_THA,ELCWIN,IN
E_WON_Trans_C2_SYR,ELC,OUT
E_WOF_tran_Inter_C1_HRV,ELCWIN,IN
E_WOF_deep_Near_C5_VNM,ELCWIN,IN
E_WON_Trans_C3_KHM,ELC,OUT
E_WOF_deep_Inter_C6_YEM,ELC,OUT
E_WOF_tran_Inter_C1_IND,ELCWIN,IN
E_WON_Near_C2_HND,ELC,OUT
E_WOF_deep_Inter_C6_IRL,ELC,OUT
E_WOF_tran_Inter_C6_JPN,ELC,OUT
E_WOF_shal_Far_C2_IDN,ELC,OUT
E_WOF_shal_Near_C1_VNM,ELC,OUT
E_WOF_deep_Near_C6_MEX,ELCWIN,IN
E_WOF_deep_Inter_C9_MEX,ELC,OUT
E_WON_Trans_C6_KGZ,ELC,OUT
E_WON_Near_C2_MNG,ELC,OUT
E_WOF_deep_Near_C6_PHL,ELCWIN,IN
E_WOF_tran_Far_C6_USA,ELCWIN,IN
E_WON_Far_C2_OMN,ELC,OUT
E_WON_Trans_C3_BLR,ELCWIN,IN
E_WOF_shal_Far_C3_PHL,ELC,OUT
E_WOF_tran_Far_C7_DNK,ELC,OUT
E_WOF_deep_Inter_C2_IRN,ELC,OUT
E_WOF_deep_Near_C1_YEM,ELCWIN,IN
SUP_TCOALLIQ,SUPCOA,IN
E_WOF_tran_Near_C5_OMN,ELCWIN,IN
E_WOF_shal_Near_C3_GUM,ELC,OUT
E_WOF_deep_Near_C8_RUS,ELCWIN,IN
E_WOF_shal_Near_C3_PRK,ELCWIN,IN
E_WOF_tran_Near_C5_FIN,ELCWIN,IN
E_WOF_tran_Inter_C1_HRV,ELC,OUT
E_WOF_tran_Near_C2_UKR,ELCWIN,IN
E_WON_Far_C3_USA,ELC,OUT
E_WOF_shal_Near_C5_PHL,ELCWIN,IN
E_WOF_shal_Near_C2_PHL,ELC,OUT
E_WOF_tran_Near_C6_NCL,ELCWIN,IN
E_WOF_deep_Near_C1_USA,ELCWIN,IN
E_WON_Near_C1_UKR,ELC,OUT
E_WON_Far_C3_RUS,ELCWIN,IN
E_WON_Near_C3_MEX,ELC,OUT
E_WOF_shal_Inter_C6_IND,ELC,OUT
E_WOF_deep_Near_C2_ITA,ELCWIN,IN
E_WON_Trans_C5_NOR,ELC,OUT
E_WOF_tran_Near_C5_YEM,ELCWIN,IN
E_WON_Trans_C3_MEX,ELC,OUT
E_WOF_tran_Near_C4_POL,ELCWIN,IN
E_WON_Near_C3_AFG,ELC,OUT
E_WOF_deep_Near_C3_BGR,ELC,OUT
E_WOF_tran_Inter_C2_THA,ELC,OUT
E_WOF_deep_Inter_C2_SAU,ELCWIN,IN
E_WOF_deep_Inter_C2_ALB,ELC,OUT
E_WON_Far_C4_MEX,ELCWIN,IN
E_WOF_tran_Inter_C2_MEX,ELCWIN,IN
E_WOF_deep_Inter_C2_IDN,ELCWIN,IN
E_WOF_tran_Far_C1_QAT,ELCWIN,IN
E_WOF_deep_Inter_C3_MLT,ELCWIN,IN
E_WOF_shal_Far_C4_PNG,ELCWIN,IN
E_WOF_deep_Inter_C1_GEO,ELCWIN,IN
E_WON_Near_C5_RUS,ELC,OUT
E_WOF_tran_Far_C3_IDN,ELC,OUT
E_WON_Near_C4_AFG,ELCWIN,IN
E_WON_Near_C4_MKD,ELCWIN,IN
E_WON_Trans_C3_MEX,ELCWIN,IN
ROTDST005,ROT,OUT
E_WON_Near_C6_DNK,ELCWIN,IN
E_WON_Near_C2_LKA,ELC,OUT
E_WOF_shal_Inter_C2_MMR,ELCWIN,IN
E_WOF_deep_Near_C4_VUT,ELC,OUT
E_WOF_shal_Far_C1_BGD,ELCWIN,IN
E_WOF_tran_Inter_C7_GBR,ELC,OUT
E_WON_Near_C3_SYR,ELC,OUT
E_WON_Trans_C5_IRN,ELC,OUT
E_WOF_shal_Inter_C2_BHR,ELCWIN,IN
E_WON_Near_C2_ECU,ELCWIN,IN
E_WON_Near_C5_OMN,ELC,OUT
E_WON_Near_C3_THA,ELCWIN,IN
E_WON_Trans_C3_NCL,ELC,OUT
E_WOF_shal_Near_C5_FRA,ELC,OUT
E_WON_Near_C5_NIC,ELC,OUT
E_WON_Trans_C4_THA,ELCWIN,IN
E_WON_Far_C3_SAU,ELCWIN,IN
E_WOF_deep_Inter_C3_PAK,ELCWIN,IN
E_WOF_tran_Near_C5_IND,ELC,OUT
E_WON_Trans_C1_BLZ,ELC,OUT
E_WON_Near_C3_AUT,ELCWIN,IN
SUP_TCOALLIQ,SUPCOG,IN
SUP_OILNCRDMY,OILNCR,OUT
SUP_TGASWKS,SUPHET,IN
SUP_TBLASTFUR,SUPBIO,IN
SUP_TCOALLIQ,SUPNGA,IN
E_WOF_shal_Near_C1_SGP,ELCWIN,IN
E_WOF_shal_Near_C1_SVN,ELC,OUT
E_WOF_shal_Near_C6_NLD,ELCWIN,IN
E_WOF_tran_Far_C3_MMR,ELCWIN,IN
E_WON_Near_C1_SGP,ELCWIN,IN
ROTCOA005,RESCH4N,OUT
E_WOF_deep_Far_C2_IND,ELCWIN,IN
E_WON_Trans_C7_MEX,ELCWIN,IN
E_WON_Far_C2_KAZ,ELC,OUT
E_WOF_tran_Inter_C7_ISL,ELC,OUT
E_WON_Near_C4_GTM,ELC,OUT
E_WOF_shal_Near_C1_ARE,ELCWIN,IN
E_WOF_shal_Near_C7_YEM,ELCWIN,IN
E_WOF_tran_Inter_C1_MEX,ELC,OUT
E_WOF_deep_Far_C3_BGD,ELC,OUT
E_WON_Near_C1_BGD,ELC,OUT
E_WOF_deep_Near_C7_GBR,ELCWIN,IN
E_WON_Far_C2_UZB,ELCWIN,IN
E_WON_Near_C5_GBR,ELC,OUT
E_WOF_deep_Inter_C3_JPN,ELC,OUT
E_WOF_deep_Near_C3_BGR,ELCWIN,IN
E_WON_Near_C1_CYP,ELCWIN,IN
E_WOF_tran_Near_C7_NOR,ELCWIN,IN
E_WOF_tran_Far_C6_POL,ELC,OUT
E_WOF_deep_Far_C2_WSM,ELCWIN,IN
E_WOF_shal_Near_C5_DNK,ELCWIN,IN
E_WON_Trans_C5_NCL,ELC,OUT
E_WOF_shal_Far_C7_RUS,ELCWIN,IN
E_WOF_shal_Inter_C3_KOR,ELC,OUT
E_WON_Trans_C1_MNG,ELCWIN,IN
E_WON_Trans_C3_BHS,ELCWIN,IN
E_WOF_tran_Near_C2_MEX,ELCWIN,IN
E_WON_Far_C7_PNG,ELC,OUT
E_WOF_deep_Near_C2_MEX,ELC,OUT
E_WON_Trans_C6_DEU,ELC,OUT
E_WON_Far_C9_CHL,ELC,OUT
E_WOF_tran_Near_C5_LVA,ELCWIN,IN
E_WON_Trans_C2_ROM,ELC,OUT
E_WOF_shal_Near_C1_PAK,ELC,OUT
E_WOF_deep_Inter_C2_MLT,ELCWIN,IN
E_WOF_deep_Near_C3_POL,ELCWIN,IN
E_WON_Trans_C2_THA,ELC,OUT
E_WOF_tran_Near_C2_PAK,ELC,OUT
E_WOF_deep_Inter_C6_GBR,ELC,OUT
E_WON_Near_C5_DNK,ELC,OUT
E_WOF_shal_Far_C5_RUS,ELC,OUT
E_WOF_deep_Near_C1_ESP,ELC,OUT
E_WOF_tran_Near_C6_IRL,ELCWIN,IN
E_WOF_tran_Near_C4_FIN,ELC,OUT
E_WOF_shal_Near_C4_PRT,ELC,OUT
E_WOF_shal_Inter_C2_PYF,ELCWIN,IN
E_WOF_shal_Near_C3_SLB,ELC,OUT
E_WON_Far_C1_KHM,ELCWIN,IN
E_WOF_deep_Near_C1_LKA,ELC,OUT
E_WOF_tran_Near_C1_USA,ELCWIN,IN
E_WON_Far_C2_SAU,ELCWIN,IN
E_WOF_shal_Near_C1_TUR,ELCWIN,IN
E_WOF_shal_Far_C2_SAU,ELCWIN,IN
E_WON_Trans_C6_BRA,ELC,OUT
E_WOF_shal_Near_C2_ESP,ELCWIN,IN
E_WOF_tran_Inter_C5_PHL,ELCWIN,IN
E_WON_Far_C6_EST,ELC,OUT
E_WOF_deep_Near_C8_VNM,ELC,OUT
E_WON_Near_C3_PRI,ELC,OUT
E_WOF_shal_Near_C2_SLB,ELC,OUT
E_WOF_tran_Near_C3_ALB,ELCWIN,IN
E_WON_Near_C1_RUS,ELC,OUT
E_WOF_deep_Inter_C6_FIN,ELC,OUT
E_WOF_deep_Near_C5_FJI,ELC,OUT
E_WON_Near_C5_LKA,ELCWIN,IN
E_WOF_tran_Near_C1_ITA,ELC,OUT
E_WOF_deep_Inter_C3_PYF,ELC,OUT
E_WON_Near_C6_BRB,ELC,OUT
E_WOF_deep_Inter_C1_TUR,ELC,OUT
E_WOF_shal_Near_C2_BHR,ELC,OUT
E_WON_Trans_C6_RUS,ELCWIN,IN
E_WON_Trans_C5_YEM,ELC,OUT
E_WOF_deep_Inter_C2_SAU,ELC,OUT
E_WOF_deep_Near_C1_PNG,ELC,OUT
E_WOF_deep_Inter_C4_PHL,ELC,OUT
E_WON_Near_C3_PHL,ELCWIN,IN
E_WOF_tran_Near_C4_PHL,ELC,OUT
E_WOF_shal_Near_C4_SWE,ELC,OUT
E_WOF_tran_Inter_C2_SAU,ELCWIN,IN
E_WON_Near_C6_IRN,ELC,OUT
E_WOF_shal_Far_C4_RUS,ELCWIN,IN
E_WON_Trans_C2_ECU,ELCWIN,IN
E_WOF_deep_Near_C4_VNM,ELCWIN,IN
E_WON_Far_C3_IDN,ELCWIN,IN
E_WOF_tran_Near_C2_FRA,ELC,OUT
E_WOF_deep_Far_C4_PHL,ELCWIN,IN
E_WON_Far_C2_PAK,ELC,OUT
E_WON_Near_C1_MNG,ELCWIN,IN
E_WOF_tran_Inter_C4_POL,ELC,OUT
E_WOF_tran_Near_C2_ROM,ELCWIN,IN
E_WON_Near_C3_KGZ,ELCWIN,IN
E_WON_Near_C2_GUY,ELCWIN,IN
E_WON_Near_C1_BIH,ELCWIN,IN
E_WOF_deep_Inter_C1_IND,ELCWIN,IN
E_WON_Near_C5_FIN,ELC,OUT
E_WOF_deep_Inter_C6_JPN,ELC,OUT
E_WON_Near_C4_NLD,ELCWIN,IN
E_WOF_deep_Inter_C5_GRC,ELCWIN,IN
E_WOF_deep_Near_C2_TMP,ELCWIN,IN
E_WOF_tran_Inter_C2_FRA,ELC,OUT
E_WOF_tran_Near_C7_DEU,ELCWIN,IN
E_WOF_tran_Inter_C8_GBR,ELC,OUT
E_WON_Trans_C5_CHL,ELC,OUT
E_WOF_tran_Far_C2_MMR,ELCWIN,IN
E_WON_Trans_C5_PAK,ELC,OUT
E_WOF_tran_Near_C1_ESP,ELC,OUT
E_WON_Trans_C2_ARE,ELCWIN,IN
E_WON_Near_C5_IRN,ELCWIN,IN
E_WON_Trans_C5_BRA,ELC,OUT
E_WOF_shal_Near_C6_IND,ELCWIN,IN
E_WON_Trans_C2_VEN,ELC,OUT
E_WOF_deep_Near_C2_MKD,ELCWIN,IN
E_WON_Near_C3_TMP,ELCWIN,IN
E_WOF_shal_Near_C2_WSM,ELCWIN,IN
E_WOF_tran_Inter_C6_EST,ELCWIN,IN
E_WOF_shal_Far_C4_PYF,ELC,OUT
E_WOF_deep_Far_C2_BHR,ELCWIN,IN
E_WOF_deep_Inter_C6_LTU,ELCWIN,IN
E_WON_Trans_C4_MEX,ELCWIN,IN
E_WOF_shal_Inter_C3_MEX,ELCWIN,IN
E_WOF_tran_Far_C2_QAT,ELC,OUT
E_WON_Far_C8_RUS,ELCWIN,IN
E_WON_Near_C1_SUR,ELCWIN,IN
E_WOF_deep_Far_C3_BGR,ELC,OUT
E_WOF_deep_Near_C2_FJI,ELC,OUT
E_WOF_tran_Far_C5_FJI,ELCWIN,IN
E_WOF_deep_Inter_C3_SLB,ELCWIN,IN
E_WOF_deep_Near_C3_VNM,ELCWIN,IN
E_WON_Far_C3_PAK,ELC,OUT
E_WOF_deep_Far_C4_PRT,ELCWIN,IN
E_WOF_shal_Near_C2_PAK,ELC,OUT
E_WOF_tran_Near_C1_MDV,ELC,OUT
E_WOF_deep_Near_C5_JPN,ELC,OUT
